name,screen_name,followers_count,friends_count,post_count,lang,location,default_profile_image,profile_use_background_image,verified,description,created_at,label,has_location,location_clean,is_real_location
Alan,AsianHesus,360.0,332.0,10478.0,en,,False,False,False,( ͡° ͜ʖ ͡°) fuk plur,25-10-2013 04:33,0,0,,
Banshee,AsmaMMostafa,282.0,137.0,6537.0,en,,False,True,False,The dark side of the moon,13-07-2012 16:49,0,0,,
Asum Jessen,AsumJessen,165.0,132.0,5651.0,en-gb,Black marsh,False,True,False,"An egalitarian Saxhleel, slightly hedonistic, part time writer, programmer, dangerous alcoholic.  Occasional VA.  face pic by http://t.co/7OQZ76oLzO",09-06-2014 16:13,0,1,black marsh,True
Kevin Stern,Atherworld,443.0,333.0,39099.0,en,Right behind you. AHHHH!,False,True,False,"Two things you need to know about me: 1) Forget all the rules, they no longer apply.  2) Expect the unexpected.",27-11-2009 16:26,0,1,right behind you ahhhh,False
Abel Irving,Auhbell,380.0,328.0,5398.0,en,DFW(irving),False,True,False,So can I have it like that. #TXST,13-09-2011 14:17,0,1,dfwirving,False
Austin ⛰,AustinAvent,5403.0,2326.0,27497.0,en,GODSPEED,False,True,False,AT SOBO,13-09-2013 00:06,0,1,godspeed,True
Austin,AustinC3,625.0,497.0,18145.0,en,"Oakland, CA",False,True,False,The Official Twitter Page of Austin Conway,15-04-2011 05:48,0,1,"oakland, ca",True
Saif,Malookiyat,304.0,261.0,33307.0,en,,False,True,False,One of those idiots who still believe that computers shouldn't be making music,15-05-2009 11:10,0,0,,
axeryanna,AveryThatsMe,322.0,537.0,5154.0,en,Tennessee,False,True,False,sshs. seventeen. photographer. football cheerleader. snap/avery852. @tpenny18💕💕,06-05-2013 22:58,0,1,tennessee,True
Bryan Klinger,Avidbasser,60.0,213.0,459.0,en,Northern Oklahoma,False,True,False,"The addiction is fishing, the love is Becki, the kids are furry.",14-05-2009 14:52,0,1,northern oklahoma,True
Ralf,AwesomeRalphJay,409.0,230.0,24806.0,en,"Cebu City, Central Visayas",False,True,False,My heart belongs to the Maker of the stars because he provides.,24-08-2012 00:48,0,1,"cebu city, central visayas",True
Awesomeness Prime,Awesomenezz,11307.0,781.0,221315.0,en,"Atlanta, Georgia",False,False,False,"CEO of Hip Hop Headquarters, LLC | Hip Hop Music Industry Publicist | A&R @RecordUnion | Contributing Editor @Thisis50 | Web Designer",13-03-2009 00:16,0,1,"atlanta, georgia",True
Aya,AyGretel,21.0,108.0,258.0,ja,Yokohama Japan,False,True,False,I really love the ＦＯＯＤＳ,05-12-2012 13:37,0,1,yokohama japan,True
Melanin DeGeneres,onetimefor_mir,278.0,255.0,3654.0,en,,False,True,False,Realigning Mir™.,28-12-2011 08:20,0,0,,
Ayumi,Ayu,18802.0,271.0,49947.0,en,日本 Japan,False,True,False,"Hi, I'm Sophie! 🐰🌸 Last.fm Moderator, Computer/Game Enthusiast & Internet Princess✨ | ゲームが趣味♡ 北欧出身。Overwatch | WoW | D3: «Babe Squad»",03-02-2010 07:01,0,1,japan,True
Azaria Wilson,AzariaWilson,399.0,683.0,3299.0,en,,False,True,False,Love God. Love People. Love Music. Love Life. Love Love.,07-07-2009 13:55,0,0,,
lyn,AzuelaDionalyn,61.0,166.0,1657.0,en,,False,True,False,Usuario no entregó descripción de perfil,27-08-2014 04:11,0,0,,
Jeremy Kenaston,BDubsJrII,284.0,367.0,4616.0,en,"Dallas, TX",False,True,False,OKIE. NWOSU. Boomer Sooner. KCCO. I occasionally tweet song lyrics for the weary kind.,09-09-2014 03:43,0,1,"dallas, tx",True
Bryan Escobar,BKurtB,255.0,145.0,17061.0,en,Trinidad & Tobago ,False,True,False,Shakira || Men's Fashion|| Stylist || Photography,29-10-2011 21:36,0,1,trinidad  tobago,True
Lauren Brill Goodman,BRILLiantTV,1057.0,1455.0,1624.0,en,"Granada Hills, CA",False,True,False,"Mom, reality TV expert, and social [media] butterfly! I enjoy running, soccer, environmental science, and eating at Top Chef restaurants.",29-04-2008 17:50,0,1,"granada hills, ca",True
Alan,BabeAtSea,566.0,705.0,27077.0,en,"Wellington, New Zealand",False,True,False,"A self-confessed travel addict from New Zealand. Half Italian. Love hotels, ocean cruising and long distance trains. Always trying to find myself.",11-03-2010 05:53,0,1,"wellington, new zealand",True
Robz,BadGalDanique,546.0,547.0,926.0,nl,IG d.aniquemegan ,False,True,False,"Married to the music, for better or for worse ♡",10-12-2014 18:57,0,1,ig daniquemegan,False
Marie CryingBear,BadponyMedicine,2171.0,412.0,95451.0,en,Washington State,False,True,False,"Native American Pitbull Warrior, activist, artist, rampant psychotic.",14-07-2014 07:33,0,1,washington state,True
Bailey Jaworski,BaileyJaworski,165.0,156.0,2561.0,en,new york,False,True,False,Cool kid wannabe,21-04-2009 01:55,0,1,new york,True
Џаван Смит #1,BallForGOd24,1064.0,1121.0,9419.0,en,"Fort Lauderdale, FL",False,True,False,"Arkansas Made!! 870-479 I Shoot To Get Hot, & Shoot To Stay Hot! ✈️ Fayetteville Bulldog Alumni. Im ✌☝️Just Moved to SoFlo!! Still dream chasing...",24-11-2011 09:14,0,1,"fort lauderdale, fl",True
بانا,BanaTwal,346.0,306.0,12944.0,en,,False,False,False,🇵🇸🇺🇸🇯🇴,13-08-2013 16:09,0,0,,
Issy,ThatOneTraveler,64.0,167.0,3385.0,en,✈️,False,True,False,"Travel is love, Travel is life.",17-09-2011 21:43,0,1,,False
EYEonHATE2Goyim,BankersDidIt,6732.0,4186.0,343108.0,en,,False,True,False,"Original Twitter campaigner. 
Exposing dark arts & media deception. *#wwii Greatest Secret - must NEVER BE REVEALED. Churchill",09-03-2009 15:01,0,0,,
Natty!~ 💀💀 🎉,Bann_Dot,1034.0,567.0,35091.0,en,"kingston,Jamaica",False,True,False,"Sadé|Stésh     #TrackNation
Today is like every other day just listening while looking for new possibilities it seems endless don't ever loose sight of hope",28-05-2013 22:02,0,1,"kingston,jamaica",True
Barbie Williams,Barbie892,3187.0,3040.0,127343.0,en,Dallas TX,False,True,False,"Native CA girl living in TX. Talk about culture shock. Wife, Mother, Glamma, Runner. Proud Liberal. Successful Business Exec. Doing it for decades. #Resistance",04-06-2009 18:49,0,1,dallas tx,True
(((Bardelas))),Bardelasim,13.0,42.0,305.0,en,Tel Aviv,False,True,False,Trying to survive between all those hipsters.,11-06-2014 17:51,0,1,tel aviv,True
Barstool ISU,BarstoolISU,8975.0,737.0,5148.0,en,"Ames, IA",False,True,False,Direct affiliate of @BarstoolSports Not affiliated with ISU. Instagram: Barstoolcyclones Snapchat: Barstooliowast https://t.co/ZpYQnzxrsV,15-04-2014 15:59,0,1,"ames, ia",True
Ari Minton,Based_King_Ari,75.0,238.0,935.0,en,"Eagle River, AK",False,False,False,ayy lmao // Single for 19 years // Chill vibes // Decent taste in music // Well rounded US citizen,28-07-2011 21:46,0,1,"eagle river, ak",True
Passant,passantwalid_,718.0,38.0,2788.0,en,,False,True,False,Bibliophile and Photoholic.,21-05-2014 08:29,0,0,,
bear :////,foreverbear_,2405.0,336.0,42864.0,en,"Ohio, USA",False,True,False,"Writer, Photographer, Astronomy, Artist, Medical Enthusiast, I also play some games // @FluffyBearVG & @BearGamesPE / Lead Digital Artist for @AquiverStudioz",17-06-2014 19:25,0,1,"ohio, usa",True
N I C K,GeekBorg009,885.0,1088.0,13518.0,en,,False,True,False,Give me a white coat already 👨🏾‍⚕️,08-11-2009 03:59,0,0,,
big ugly,Beautifucked,1166.0,2837.0,3306.0,en,,False,True,False,nobody.,08-12-2013 19:19,0,0,,
zozo,Beauty_195,475.0,437.0,28531.0,en,UAE,False,True,False,Usuario no entregó descripción de perfil,30-11-2010 19:31,0,1,uae,True
Beckett Wray,Becks07,346.0,205.0,5524.0,en,Texas Forever ,False,True,False,I don't scratch my head unless it itches and I don't dance unless I hear some music. I will not be intimidated. That's just the way it is.,25-03-2009 16:15,0,1,texas forever,True
A. Lovely Dreamer.,Beeros75,2965.0,331.0,75509.0,en,His heart.,False,True,False,His poet. and He is all my poetry.,04-01-2010 05:25,0,1,his heart,True
Before Cinema,BeforeCinema,174.0,155.0,271.0,en,NYC + Bombay + Madrid,False,False,False,"Before Cinema was founded by filmmakers, directors, producers, cinematographers… who wanted to share their creative work. Follow us . Wanna work with us? ✉️",14-01-2015 12:18,0,1,nyc  bombay  madrid,False
Mohammad BehzadFatmi,BehzadFatmi,1574.0,1222.0,8078.0,en,London/Istanbul/New Delhi,False,True,False,"Political writer and commentator. Writes widely in the Indian and int'l media, mainly on Turkish politics. Contributions in @DailyO_, @thevocaleurope et al.",29-01-2014 18:27,0,1,londonistanbulnew delhi,False
Christina🌹,Bella_Christina,741.0,2639.0,3855.0,en,Somewhere Being Fearless✝,False,True,False,"Womanist, Artist, Writer, Poet, Bookworm, Blogger, Scholar, Fashionista, Music Snob, Pop Culture Junkie, Unapologetic Badass, Spiritual Being, Woman of God✝",10-07-2010 14:45,0,1,somewhere being fearless,False
Danielle Bellew,BellewDanielle,339.0,357.0,5.0,en,,False,True,False,I'm not to crazy about me either,18-11-2013 21:57,0,0,,
Ben Andrews,BenAAndrews,224.0,720.0,217.0,en,Jersey - London,False,True,False,Usuario no entregó descripción de perfil,10-09-2009 22:24,0,1,jersey  london,True
BenEWriggle,BenEWriggle,191.0,279.0,15296.0,es,Estudiando para Gran Chamán,False,True,False,Soy el Indiana Jones del fonendo y el D´Artagnan del bisturí.Maestro Chinpokomon. Skinhead Reggae y Trailer Park Boys son mi perdición.,22-02-2014 14:23,0,1,estudiando para gran chamán,False
Benjamin James Moore,BenJamesMoore,419.0,1225.0,7683.0,en,,False,True,False,Usuario no entregó descripción de perfil,13-02-2015 09:21,0,0,,
Ben Lavea,Ben_Lavea,426.0,292.0,2765.0,en,Samoa,False,True,False,Probably the best meat eater in the world,31-01-2013 00:02,0,1,samoa,True
Ben,Benyy_Boyy,627.0,597.0,67042.0,en,"San Lorenzo, CA",False,True,False,R.I.P. Bryan Sandoval SC: benyy_boyy,08-01-2011 21:39,0,1,"san lorenzo, ca",True
Mr. Salami,BernaSabee,265.0,219.0,12453.0,es,Olavarria,False,True,False,Puto el que lee,22-12-2013 00:07,0,1,olavarria,True
Persistant BethM,BethMansfield,1736.0,2840.0,10612.0,en,"Ventura, CA",False,True,False,"PR & corp communications pro. Feminist, wife, mama, SoCal native. #BitchesForHillary #GoDodgers https://t.co/85bIo1P9Tn",06-05-2007 17:07,0,1,"ventura, ca",True
Bethany,BethanyMorris70,504.0,536.0,2488.0,en,"Bradford, Tennessee ",False,True,False,"In everything you do, give all the glory to God",13-01-2013 15:56,0,1,"bradford, tennessee",True
beth,Bethsculthorp,139.0,147.0,715.0,en-GB,,False,True,False,snapchat - bethsculthorp,20-01-2014 19:59,0,0,,
Filly,Bgfilly,1227.0,1598.0,172536.0,en,Chicago/Niles,False,False,False,"Mixed Media Artist/Photographer, Writer, Human Rights Activist, Rock Collector, Soap Opera Junkie, Animal Lover, Random, Accident Prone, Walking Dead Obsessor",22-01-2009 04:04,0,1,chicagoniles,False
minsung,minsungpl,687.0,256.0,34845.0,pl,,False,True,False,-,30-06-2014 14:26,0,0,,
roxana,Biebs_GirlSwag,1659.0,776.0,165199.0,en,,False,True,False,:),31-12-2009 20:20,0,0,,
Scott,ScottBrouard,372.0,422.0,10822.0,en,,False,False,False,GSY,17-10-2012 20:27,0,0,,
lol,BigPoppaTJ,207.0,233.0,1901.0,en,,False,True,False,this is my diary,07-10-2009 03:08,0,0,,
Beau Bigheart,BigTimeBigheart,739.0,493.0,5913.0,en,Oklahoma,False,True,False,"Explorer, comedian, artist and massive wrestling fan. The next Renaissance man.",10-02-2011 23:22,0,1,oklahoma,True
Duran,Bigpoppa_33,755.0,377.0,38342.0,en,,False,True,False,If everything is under control you're not going fast enough lol,27-02-2012 04:50,0,0,,
just_bilyang,BilyangB14,34.0,206.0,60.0,en,,False,False,False,Usuario no entregó descripción de perfil,21-02-2015 04:32,0,0,,
Bishop Don Ron,BishopWTBz,2263.0,1217.0,105044.0,en,"Charlotte, NC East2x",False,True,False,WTBz™ The Original. I represent the dream @OverGrindOrDie 25/8OG @F4milyMatters #LLB snap: BishopWTB East '10 JCSU'2014 #FreeTheReal,09-03-2010 00:11,0,1,"charlotte, nc eastx",False
biv🐋,BivianaMercado,191.0,185.0,3870.0,en,"Palmdale, CA",False,True,False,Usuario no entregó descripción de perfil,07-05-2012 04:38,0,1,"palmdale, ca",True
Bj Taylor,BjTaylor89,22.0,70.0,5150.0,en,Washington State,False,True,False,"Traveler,inspired at your service for hire in the middle of nowhere",25-05-2013 11:06,0,1,washington state,True
SF9's AUNTIE 👵,BlackDragonYong,1669.0,1298.0,210779.0,en,Malec's couch ,False,True,False,YSIR. Bookworm. Vocal athlete. Fangirl. NUGU STAN. K-drama lover. #MALEC TRASH.,12-07-2009 06:10,0,1,malecs couch,False
Blaine Johnson,BlaineHTTR,13.0,51.0,16.0,en,,False,True,False,Boy Wonder! Oh and hail to D.C.,21-06-2013 17:05,0,0,,
Vash the Stampede,BlaneTaylor,880.0,645.0,69985.0,en,United States,False,True,False,Oklahoma l Cape Crusader l Movie Addict l Sports Junkie l Plays Too Much I                                           IG & SC: BlaneTayor7,17-05-2011 13:41,0,1,united states,True
LilAlley2x,BlasainDoll__,1488.0,948.0,78185.0,en,,False,False,False,"Million Dollar Dreams , Dope Girl Ambitioms",28-07-2011 19:55,0,0,,
Jonathan Yarbor,Blazedd,1469.0,2034.0,6019.0,en,"Oklahoma City, OK",False,True,False,Co-Founder and lead developer for NodeCraft Hosting LLC - javascript developer & UX designer.,01-02-2009 06:53,0,1,"oklahoma city, ok",True
Blessmond,Bleazy__,1427.0,2007.0,5877.0,en,,False,True,False,• Unapologetic•  |instagram : insxn__|,03-01-2013 12:20,0,0,,
Young Vader,Explorer_Gio,565.0,335.0,23729.0,en,Explorer Gang,False,True,False,1 Corinthians 15:10 Attracted to darkness,24-07-2012 06:28,0,1,explorer gang,True
نشكر الله دائما,BluntDoctah,1617.0,2513.0,17022.0,en,,False,True,False,"Jah Bless || SC: reckless_khidd
You never know how strong you are until being strong is your only choice. 420/710",20-06-2012 11:03,0,0,,
Bojan,BojanDizdarevic,472.0,322.0,38330.0,en,"Utica, NY",False,True,False,Utica College,11-06-2013 01:16,0,1,"utica, ny",True
Joseph Nobles,BoloBoffin,1414.0,2202.0,40410.0,en,"Dallas, TX",False,True,False,Mendacity pointed out while-u-wait. Self-ID deplorable? You're blocked. I'm gay and atheist. #BlackLivesMatter RT usually = WTF or Oop.,02-12-2008 06:20,0,1,"dallas, tx",True
Bolutife LORDson,BolutifeLORDson,1983.0,990.0,172106.0,en,,False,True,False,Usuario no entregó descripción de perfil,18-06-2010 17:01,0,0,,
Dave Feril,BongDabong,526.0,625.0,40734.0,en,The Grid,False,True,False,Just an average bloke.,24-03-2009 09:08,0,1,the grid,True
vonna,corvanna_baby,1174.0,981.0,35548.0,en,,False,True,False,RestEasyRa'Shya 💜 & RestEasyDazzy 💙,07-11-2012 23:24,0,0,,
Jordan Boyd,BoydJordan,335.0,307.0,1346.0,en,"Jackson, TN & Oxford, MS",False,True,False,I'm that .01% Germ-X can't defeat                       sc: julius_jordan,15-05-2011 19:55,0,1,"jackson, tn  oxford, ms",True
Brad Vowden,BradVowden,279.0,725.0,439.0,en,Jersey. Channel Islands,False,True,False,Director at Gaudin & Co. Jersey's largest general practice estate agency.,18-10-2012 07:50,0,1,jersey channel islands,True
Bradley Heald,BradleyHeald,201.0,200.0,2375.0,en,,False,True,False,Usuario no entregó descripción de perfil,15-03-2011 20:45,0,0,,
way cool jr.,BradyUSA,681.0,267.0,43608.0,en,the dollhouse in ft lauderdale,False,True,False,hair metal connoisseur. Ive operated a jackhammer & swallowed every piece of gum ive ever had.,21-02-2012 01:30,0,1,the dollhouse in ft lauderdale,False
Brandon Vizcarra,BrandonVizc85,379.0,268.0,5858.0,en,,False,True,False,sc: brandonvizcarra,17-02-2014 05:39,0,0,,
THE GREAT BRANDINO,Brandonflakes10,529.0,445.0,3442.0,en,,False,True,False,Fresno State || Pre-Vet || ΣΦΕ,13-12-2013 15:49,0,0,,
Bre,_bremarie__,610.0,519.0,28482.0,en,Oklahoma State University,False,True,False,Usuario no entregó descripción de perfil,06-07-2011 06:24,0,1,oklahoma state university,True
Brian Gannon🇮🇪🇲🇽,TheRealBGannon,286.0,276.0,15786.0,en,,False,True,False,Evolving,23-11-2013 06:38,0,0,,
Brian Le Lion,BrianLeLion,384.0,376.0,10719.0,en,"Jersey, Channel Islands, UK",False,True,False,"Enjoy having a laugh and meeting nice people. Love photography, design and art",19-02-2009 00:01,0,1,"jersey, channel islands, uk",False
Brian Powers,BrianPowers19,32.0,190.0,229.0,en,"San Borja, Peru",False,True,False,"American,  politically conservative.  Left Texas for Peru.  Teach English here in Lima.  Love it here!  Don't like the traffic at all. Big fan of volleyball. ..",12-10-2012 01:52,0,1,"san borja, peru",True
Brian Q. Webb,BrianQWebb,1861.0,1703.0,2500.0,en,"Taipei, Taiwan & L.A., CA, USA",False,True,False,"Struggling SciFi smith & author of _Shift. _Shift is an interdimensional hard science fiction thriller, Crichton meets Lovecraft. https://t.co/6sGbHdvkWt",29-08-2014 12:51,0,1,"taipei, taiwan  la, ca, usa",False
Victoria Trestrail,Brideofrocknrol,36237.0,4449.0,17555.0,en,TRI,False,True,False,Things that make me go OOOH!!! kindness creativity invention realestate stock finance cloning rhumba Tango veggiegarden homecooking NYC MIA fountain pens,11-03-2009 19:03,0,1,tri,True
Bri,bri_elise,490.0,454.0,8593.0,en,"Los Angeles, CA",False,True,False,Too Fly Not To Fly: An Alphabet Photo Book ♡,05-10-2009 02:25,0,1,"los angeles, ca",True
Brijesh Tripathi,BrijeshT,917.0,278.0,20865.0,en,updating location...,False,True,False,"Dogs, animals, technology, vague conversations, outer space. Valar Dohaeris. Snapchat: wintersell",29-12-2007 14:18,0,1,updating location,False
Brittany James,BritNic19,245.0,317.0,2356.0,en,,False,True,False,The people who are crazy enough to think they can change the world are the ones who do | KΔ,15-07-2012 01:56,0,0,,
Shit Lord,BrotherAddison,199.0,395.0,10358.0,en,,False,True,False,Top cunt.  Survivor of Space AIDs.  This twitter is dedicated to the synthesis of methamphetamine,21-06-2012 14:42,0,0,,
h,heidyeeee,2828.0,185.0,132134.0,en,"Indio, CA",False,False,False,❣️,07-02-2012 01:17,0,1,"indio, ca",True
Bryan Broaddus,BryanBroaddus,78742.0,214.0,89993.0,en,"Dallas, TX",False,True,True,Hanging out at The Star covering the Cowboys. Former NFL Personnel Guy. Radio Man on 105.3 The Fan. Emmy Award Winner. Serious about Auto Racing and LSU Tigers.,21-07-2010 19:36,0,1,"dallas, tx",True
🕊,TopDawgBryan,2039.0,328.0,76824.0,en,,False,True,False,K Dot and Travis 🐐 I really like TDE,12-06-2014 17:28,0,0,,
Big B,Bryanclayton55,970.0,722.0,22418.0,en,Bootheel ,False,True,False,"I'm not here for a long time, I'm here for a good time",05-12-2012 13:09,0,1,bootheel,True
James,BuddehDev,2283.0,93.0,27938.0,en,australia,False,True,False,"Aspiring forensic phycologist. I tend to spend half my life in hospitals, oops. Maybe my heart should just behave for once.",24-04-2013 12:31,0,1,australia,True
¯\_(ツ)_/¯,Burryan_deeaz,317.0,269.0,10910.0,en,,False,True,False,Bio means life and that's the story behind why I don't have a bio || Salvadoreño 🇸🇻,20-12-2011 18:40,0,0,,
There Their They're,ThereTheir23,787.0,1561.0,3057.0,en,United States,False,True,False,"Progressive, I don't antagonize but if attacked I may bite. #DemExit #NoDAPL #BernieWouldHaveWon #DemocraticSocialist",06-01-2012 04:51,0,1,united states,True
aввιιιвυѕтoѕ,BustosAbby,130.0,183.0,4289.0,en,"Rocky River, OH",False,True,False,•|2016|• Stay Rad❤️,11-01-2012 23:19,0,1,"rocky river, oh",True
Buzz Jackson,BuzzJackson,2010.0,775.0,15950.0,en,,False,True,True,"Time Magazine's Person Of The Year, 2006. Blah Blah Blah every afternoon on @KIIM995 in Tucson.",29-01-2007 00:54,0,0,,
mm,elcauserHIGH,397.0,232.0,46543.0,en,"Los Angeles, CA",False,True,False,Usuario no entregó descripción de perfil,04-05-2010 04:29,0,1,"los angeles, ca",True
